Tempo;Ocupação;E[N];E[W];Erro Little
95300;0.951456;11.133099;1205.664039;0.00000000000027178260
95400;0.950459;11.123384;1204.507213;0.00000000000029842795
95500;0.949463;11.114199;1203.408160;0.00000000000033040237
95600;0.948576;11.105662;1203.742999;0.00000000000035527137
95700;0.948117;11.094703;1203.813014;0.00000000000034638958
95800;0.947127;11.083122;1203.813014;0.00000000000034461323
95900;0.947289;11.071816;1202.477006;0.00000000000039435122
96000;0.947241;11.061897;1199.934572;0.00000000000039790393
96100;0.946727;11.052974;1198.861002;0.00000000000043520743
96200;0.946815;11.043948;1193.739051;0.00000000000046362914
96300;0.949299;11.036116;1194.132604;0.00000000000050093263
96400;0.948314;11.027926;1193.144901;0.00000000000055422333
96500;0.947331;11.021161;1192.311649;0.00000000000054711791
96600;0.949435;11.014499;1192.825771;0.00000000000054534155
96700;0.948453;11.007952;1190.681113;0.00000000000047606363
96800;0.947474;11.003412;1190.089713;0.00000000000048139270
96900;0.947148;10.999733;1188.265450;0.00000000000039079850
97000;0.947078;10.995643;1189.049430;0.00000000000044586557
97100;0.947202;10.989547;1189.615443;0.00000000000043876014
97200;0.947880;10.982097;1188.707996;0.00000000000051514348
97300;0.947319;10.973976;1187.728435;0.00000000000051691984
97400;0.947798;10.964965;1186.652904;0.00000000000047428728
97500;0.947237;10.955999;1185.582524;0.00000000000043876014
97600;0.946733;10.945240;1184.318670;0.00000000000039079850
97700;0.946642;10.934524;1181.751067;0.00000000000039612758
97800;0.947739;10.924599;1179.277942;0.00000000000039435122
97900;0.946771;10.917000;1175.769280;0.00000000000032684966
98000;0.948713;10.910627;1174.990617;0.00000000000022559732
98100;0.947746;10.904602;1175.540068;0.00000000000022382096
98200;0.946781;10.900194;1173.683177;0.00000000000024336089
98300;0.947256;10.894849;1174.302228;0.00000000000031974423
98400;0.946639;10.888004;1173.471615;0.00000000000035704772
98500;0.947460;10.879043;1172.413249;0.00000000000039790393
98600;0.946883;10.870202;1171.368207;0.00000000000040145665
98700;0.946847;10.861058;1169.014615;0.00000000000036592951
98800;0.949428;10.852559;1166.738633;0.00000000000051159077
98900;0.948468;10.843967;1165.726455;0.00000000000052757798
99000;0.947510;10.837099;1163.636391;0.00000000000052757798
99100;0.947870;10.831993;1161.743004;0.00000000000048849813
99200;0.948792;10.825965;1162.268135;0.00000000000044408921
99300;0.947836;10.819889;1161.529710;0.00000000000046362914
99400;0.949434;10.814146;1160.827309;0.00000000000043343107
99500;0.948480;10.809166;1160.207130;0.00000000000047073456
99600;0.947528;10.805157;1159.691367;0.00000000000048494542
99700;0.947842;10.801211;1157.936265;0.00000000000058264504
99800;0.948025;10.796036;1157.297922;0.00000000000048849813
99900;0.948674;10.788634;1153.944920;0.00000000000056665783
100000;0.947726;10.782027;1153.157932;0.00000000000060751404
100016.31;0.947571;10.781084;1152.013039;0.00000000000060751404
