Tempo;Ocupação;E[N];E[W];Erro Little;Lambda
39000;0,902504;14,507903;1390,192142;4,263256E-14;0,010436
39100;0,906095;14,588227;1401,473385;2,4869E-14;0,010409
39200;0,903784;14,665808;1412,529896;2,664535E-14;0,010383
39300;0,901484;14,74366;1420,161321;1,24345E-14;0,010382
39400;0,904662;14,820847;1427,729474;3,55271E-15;0,010381
39500;0,902371;14,897249;1438,731919;3,55271E-15;0,010354
39600;0,903805;14,973752;1442,726492;-5,32907E-15;0,010379
39700;0,906238;15,047446;1449,960165;-2,131628E-14;0,010378
39800;0,903961;15,126234;1450,660535;-2,309264E-14;0,010427
39900;0,902414;15,205101;1461,887997;-2,131628E-14;0,010401
40000;0,903951;15,27546;1472,333532;3,55271E-15;0,010375
40100;0,903274;15,342774;1475,408214;2,4869E-14;0,010399
40200;0,903728;15,405688;1481,599688;3,197442E-14;0,010398
40300;0,903713;15,465171;1487,461573;6,750156E-14;0,010397
40400;0,903785;15,524756;1486,256298;3,907985E-14;0,010446
40500;0,908184;15,582885;1495,513879;3,907985E-14;0,01042
40600;0,905947;15,642758;1494,343458;3,375078E-14;0,010468
40700;0,906855;15,707079;1500,652879;6,57252E-14;0,010467
40800;0,904632;15,771602;1506,982131;6,927792E-14;0,010466
40900;0,907072;15,836653;1513,362407;2,842171E-14;0,010465
41000;0,906204;15,902735;1523,392871;2,842171E-14;0,010439
41100;0,907289;15,969267;1526,364818;4,085621E-14;0,010462
41200;0,908341;16,034472;1536,326182;4,263256E-14;0,010437
41300;0,906142;16,098915;1542,657063;4,618528E-14;0,010436
41400;0,908049;16,156124;1551,88754;1,421085E-14;0,010411
41500;0,907155;16,209623;1553,578226;2,842171E-14;0,010434
41600;0,909642;16,263831;1555,345634;2,842171E-14;0,010457
41700;0,907461;16,320099;1557,318378;4,618528E-14;0,01048
41800;0,906918;16,380746;1556,17086;5,684342E-14;0,010526
41900;0,912928;16,438676;1561,860644;6,750156E-14;0,010525
42000;0,910754;16,495325;1567,429056;7,105427E-14;0,010524
42100;0,908591;16,555661;1573,348417;6,750156E-14;0,010523
42200;0,908381;16,618444;1572,41778;4,618528E-14;0,010569
42300;0,911521;16,679957;1581,977981;7,10543E-15;0,010544
42400;0,909371;16,740449;1584,363952;1,065814E-14;0,010566
42500;0,911919;16,800677;1590,264492;0;0,010565
42600;0,909778;16,85983;1599,618613;0;0,01054
42700;0,908924;16,917543;1608,862134;2,131628E-14;0,010515
42800;0,909835;16,969842;1610,441806;-3,907985E-14;0,010537
42900;0,909901;17,022004;1619,166275;-4,618528E-14;0,010513
43000;0,909571;17,071454;1627,655294;-6,394885E-14;0,010488
43100;0,915786;17,116826;1632,157506;-7,10543E-15;0,010487
43200;0,913666;17,161584;1629,407551;-2,131628E-14;0,010532
43300;0,911556;17,20971;1637,759199;-2,131628E-14;0,010508
43400;0,911348;17,256788;1646,032127;-2,4869E-14;0,010484
43500;0,911236;17,302405;1650,558346;-1,776357E-14;0,010483
43600;0,911045;17,346735;1651,348557;-4,263256E-14;0,010505
43700;0,911956;17,393794;1648,826019;-2,842171E-14;0,010549
43800;0,913103;17,442992;1650,114539;-7,105427E-14;0,010571
43900;0,913926;17,491259;1651,325298;-1,3145041E-13;0,010592
